keyword,title,price,likes,views,brand,country,url,status,offers,published_at,age_hours,score,verdict
Crocs femme,Crocs echo clog noires 36-37,43.0,1,0,Crocs,,https://www.vinted.fr/items/8875173084,active,0,2026-05-09 17:08:58 CEST,24.0,0,⚠️ Low
Crocs femme,Crocs 41/42 rose,15.0,0,0,Crocs,,https://www.vinted.fr/items/8875453692,active,0,2023-10-23 17:08:59 CEST,22320.0,0,⚠️ Low
Crocs femme,Crocs,40.0,0,0,Crocs,,https://www.vinted.fr/items/8875371703,active,0,2023-05-26 17:08:59 CEST,25920.0,0,⚠️ Low
Crocs femme,Crocs pastel neuf 39,30.0,17,0,Crocs,,https://www.vinted.fr/items/8869428163,active,3,2026-05-10 00:09:08 CEST,17.0,10,🔥 Trending
Crocs femme,Crocs,20.0,25,0,Crocs,,https://www.vinted.fr/items/8869572423,active,0,2026-05-10 01:09:10 CEST,16.0,4,➖ Moderate
Crocs femme,Crocs Classic (38/39),45.0,11,0,Crocs,,https://www.vinted.fr/items/8839561310,active,0,2026-05-06 17:09:12 CEST,96.0,0,⚠️ Low
Crocs femme,Crocs bleu marine taille 36,23.99,7,0,Crocs,,https://www.vinted.fr/items/8872814790,active,0,,24.0,1,⚠️ Low
Crocs femme,Sabot Crocs Taille 38/39,32.0,0,0,Crocs,,https://www.vinted.fr/items/8875621762,active,0,2024-09-17 17:09:21 CEST,14400.0,0,⚠️ Low
Crocs femme,Crocs Sandale G41-42,18.0,3,0,Crocs,,https://www.vinted.fr/items/8875014183,active,0,2026-05-09 17:09:23 CEST,24.0,0,⚠️ Low
Crocs femme,Crocs,25.0,39,0,Crocs,,https://www.vinted.fr/items/8874115008,active,11,2026-05-10 15:09:32 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs Classic neuves,27.0,18,0,Crocs,,https://www.vinted.fr/items/8870794160,active,0,2026-05-10 11:09:32 CEST,6.0,7,📈 Growing
Crocs femme,Crocs,5.0,2,0,,,https://www.vinted.fr/items/8874538120,active,0,2026-05-09 17:09:32 CEST,24.0,0,⚠️ Low
Crocs femme,Sac Crocs,25.0,45,0,Crocs,,https://www.vinted.fr/items/8873941117,active,4,2026-05-10 15:09:43 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,🌸🩵Ultraleichte Sandalen Gr.38 Türkis Rosa,19.0,8,0,Crocs,,https://www.vinted.fr/items/8871190756,active,0,2026-05-10 12:09:45 CEST,5.0,4,➖ Moderate
Crocs femme,Crocs bleu marine taille 36,23.99,7,0,Crocs,,https://www.vinted.fr/items/8872814790,active,3,2026-05-10 14:09:46 CEST,3.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs,13.0,43,0,Crocs,,https://www.vinted.fr/items/8873540600,active,0,2026-05-10 15:09:53 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs 38-39,29.9,34,0,Crocs,,https://www.vinted.fr/items/8874349164,active,10,2026-05-09 17:09:56 CEST,24.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs bleue,20.0,14,0,Crocs,,https://www.vinted.fr/items/8871069251,active,3,2026-05-10 11:09:57 CEST,6.0,16,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs noir,30.0,103,0,Crocs,,https://www.vinted.fr/items/8859577250,sold,0,2026-05-09 17:10:03 CEST,24.0,15,🔥🔥 Strong Demand
Crocs femme,Crocs Charms - Animal Crossing,12.0,0,0,Crocs,,https://www.vinted.fr/items/8875754960,active,0,2025-05-15 17:10:05 CEST,8640.0,0,⚠️ Low
Crocs femme,Pin’s pour crocs,5.0,16,0,Crocs,,https://www.vinted.fr/items/8850117281,active,0,2026-05-08 17:10:08 CEST,48.0,1,⚠️ Low
Crocs femme,Roze aardbeien crocs,11.0,31,0,Crocs,,https://www.vinted.fr/items/8873728963,active,0,2026-05-10 15:10:14 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Pins crocs,8.0,92,0,Crocs,,https://www.vinted.fr/items/8849839663,active,0,,24.0,9,🔥 Trending
Crocs femme,Sandalen Crocs,50.0,43,0,Crocs,,https://www.vinted.fr/items/8839224022,active,0,,24.0,4,➖ Moderate
Crocs femme,Sabots Crocs orange 37-38 neuves (prix fixe),29.0,28,0,Crocs,,https://www.vinted.fr/items/8863869152,active,0,2026-05-09 17:10:25 CEST,24.0,3,➖ Moderate
Crocs femme,Crocs haute taille 40 rose fuchsia,20.0,6,0,Crocs,,https://www.vinted.fr/items/8871328436,active,0,2026-05-10 12:10:29 CEST,5.0,3,➖ Moderate
Crocs femme,Crocs avec pins,40.0,18,0,Crocs,,https://www.vinted.fr/items/8873847076,active,0,2026-05-10 15:10:30 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs Classic Clog Beige Stucco - Totalmente Nuevas,40.0,0,0,Crocs,,https://www.vinted.fr/items/8875324207,active,0,2023-01-26 17:10:37 CET,28800.0,0,⚠️ Low
Crocs femme,Crocs,25.0,18,0,Crocs,,https://www.vinted.fr/items/8874802938,sold,0,2026-05-09 17:10:44 CEST,24.0,3,➖ Moderate
Crocs femme,Crocband Crocs size 37/38,20.0,7,0,Crocs,,https://www.vinted.fr/items/8872433196,active,0,2026-05-10 13:10:46 CEST,4.0,4,➖ Moderate
Crocs femme,Strandschuhe,28.0,0,0,Crocs,,https://www.vinted.fr/items/8875731795,active,0,2025-03-16 17:10:49 CET,10080.0,0,⚠️ Low
Crocs femme,Getaway platform flip - crocs,30.0,25,0,Crocs,,https://www.vinted.fr/items/8873905879,active,4,2026-05-10 15:10:55 CEST,2.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Pinke Brooklyn Low Wedge Sandalen Gr.37-38,24.9,3,0,Crocs,,https://www.vinted.fr/items/8873859142,active,0,2026-05-10 15:10:58 CEST,2.0,4,➖ Moderate
Crocs femme,Crocs fourrées,20.0,11,0,Crocs,,https://www.vinted.fr/items/8868460938,active,0,2026-05-09 21:11:00 CEST,20.0,1,⚠️ Low
Crocs femme,Crocs rose,25.0,97,0,Crocs,,https://www.vinted.fr/items/8836700103,active,4,2026-05-06 17:11:06 CEST,96.0,9,🔥 Trending
Crocs femme,Crocs 35,15.0,15,0,Crocs,,https://www.vinted.fr/items/8867778100,active,0,2026-05-09 20:11:08 CEST,21.0,2,➖ Moderate
Crocs femme,Crocs taille 11 (45),18.0,16,0,Crocs,,https://www.vinted.fr/items/8789407532,active,3,2026-05-09 17:11:13 CEST,24.0,9,🔥 Trending
Crocs femme,Crocs schwarz,5.0,12,0,Crocs,,https://www.vinted.fr/items/8872218873,active,0,2026-05-10 13:11:19 CEST,4.0,7,📈 Growing
Crocs femme,Crocs plateforme,30.0,62,0,Crocs,,https://www.vinted.fr/items/8863814068,active,10,2026-05-09 17:11:24 CEST,24.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs,20.0,10,0,Crocs,,https://www.vinted.fr/items/8858146888,active,3,2026-05-09 17:11:25 CEST,24.0,8,🔥 Trending
Crocs femme,Crocs,15.0,33,0,Crocs,,https://www.vinted.fr/items/8862504997,active,0,2026-05-09 17:11:30 CEST,24.0,3,➖ Moderate
Crocs femme,Crocs color blossom,30.0,30,0,Crocs,,https://www.vinted.fr/items/8873141464,active,0,2026-05-10 14:11:35 CEST,3.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,CROCS Classic Kaki,23.0,4,0,Crocs,,https://www.vinted.fr/items/8871531293,active,0,2026-05-10 12:11:39 CEST,5.0,2,➖ Moderate
Crocs femme,Crocs Women's Blue Flipflops,23.0,1,0,Crocs,,https://www.vinted.fr/items/8874871266,active,0,2026-05-09 17:11:42 CEST,24.0,0,⚠️ Low
Crocs femme,Crocs Classic Clog noirs – Pointure 38/39 – Neufs – Unisex,29.9,2,0,Crocs,,https://www.vinted.fr/items/8875583153,active,0,2024-04-20 17:11:48 CEST,18000.0,0,⚠️ Low
Crocs femme,Lot Charms Crocs,3.0,3,0,Crocs,,https://www.vinted.fr/items/8873758232,active,0,2026-05-10 15:11:52 CEST,2.0,4,➖ Moderate
Crocs femme,Pins crocs,1.5,14,0,Crocs,,https://www.vinted.fr/items/8872623788,active,0,2026-05-10 13:11:52 CEST,4.0,8,🔥 Trending
Crocs femme,Crocs neuve,30.0,14,0,Crocs,,https://www.vinted.fr/items/8869379137,active,0,2026-05-10 00:11:59 CEST,17.0,2,➖ Moderate
Crocs femme,Sandales crocs 37 38,35.0,1,0,Crocs,,https://www.vinted.fr/items/8874688884,active,0,2026-05-09 17:12:05 CEST,24.0,0,⚠️ Low
Crocs femme,Crocs bayaband brown,30.0,56,0,Crocs,,https://www.vinted.fr/items/8862921390,active,9,2026-05-09 17:12:07 CEST,24.0,19,🔥🔥🔥 Very Strong Demand
Crocs femme,Jibbitz crocs,1.0,13,0,Crocs,,https://www.vinted.fr/items/8850292039,active,0,2026-05-08 17:12:13 CEST,48.0,1,⚠️ Low
Crocs femme,Accessoires crocs Jul jibbitz charm Marseille,4.0,10,0,Crocs,,https://www.vinted.fr/items/8847151580,active,0,2026-05-07 17:12:14 CEST,72.0,0,⚠️ Low
Crocs femme,Crocs rose,25.0,4,0,Crocs,,https://www.vinted.fr/items/8873760969,active,0,2026-05-10 15:12:17 CEST,2.0,5,📈 Growing
Crocs femme,Crocs noir neuve,40.0,9,0,Crocs,,https://www.vinted.fr/items/8874544042,active,0,2026-05-09 17:12:25 CEST,24.0,1,⚠️ Low
Crocs femme,Crocs donna,29.5,9,0,Crocs,,https://www.vinted.fr/items/8870956350,active,0,2026-05-10 11:12:25 CEST,6.0,4,➖ Moderate
Crocs femme,Sabots homme blanc T 44,5.0,4,0,Crocs,,https://www.vinted.fr/items/8873297678,active,0,2026-05-10 14:12:29 CEST,3.0,3,➖ Moderate
Crocs femme,Sandales Crocs,20.0,20,0,Crocs,,https://www.vinted.fr/items/8874223949,active,0,2026-05-09 17:12:34 CEST,24.0,2,➖ Moderate
Crocs femme,Crocs Mujer,34.0,0,0,Crocs,,https://www.vinted.fr/items/8874496868,active,0,2026-05-09 17:12:38 CEST,24.0,0,⚠️ Low
Crocs femme,Pin’s/charms pour crocs pop culture Halloween/horreur,1.0,2,0,,,https://www.vinted.fr/items/8871662542,active,0,2026-05-10 12:12:40 CEST,5.0,1,⚠️ Low
Crocs femme,Crocs noir,23.0,35,0,Crocs,,https://www.vinted.fr/items/8809520121,active,0,2026-05-09 17:12:45 CEST,24.0,3,➖ Moderate
Crocs femme,White crocs,15.0,4,0,Crocs,,https://www.vinted.fr/items/8871224805,active,0,2026-05-10 12:12:51 CEST,5.0,2,➖ Moderate
Crocs femme,Jibbitz crocs Summer,12.0,8,0,Crocs,,https://www.vinted.fr/items/8856661900,sold,0,2026-05-08 17:12:51 CEST,48.0,1,⚠️ Low
Crocs femme,crocs blanc,27.0,25,0,Crocs,,https://www.vinted.fr/items/8862370998,active,6,2026-05-09 17:12:59 CEST,24.0,14,🔥🔥 Strong Demand
Crocs femme,Pins pour Crocs,9.9,13,0,Accessories,,https://www.vinted.fr/items/8869426673,active,0,2026-05-10 00:13:01 CEST,17.0,2,➖ Moderate
Crocs femme,Crocs Gr 40,13.0,13,0,Crocs,,https://www.vinted.fr/items/8873356877,active,0,2026-05-10 14:13:04 CEST,3.0,10,🔥 Trending
Crocs femme,🌸 Pins fleurs et perles pour décorer vos crocs,8.0,94,0,Crocs,,https://www.vinted.fr/items/8866286308,active,3,2026-05-09 17:13:11 CEST,24.0,17,🔥🔥🔥 Very Strong Demand
Crocs femme,Crocs,33.0,5,0,Crocs,,https://www.vinted.fr/items/8873943052,active,0,2026-05-10 15:13:14 CEST,2.0,6,📈 Growing
Crocs femme,Crocs beige,30.0,42,0,Crocs,,https://www.vinted.fr/items/8860864813,active,13,2026-05-09 17:13:16 CEST,24.0,20,🔥🔥🔥 Very Strong Demand
Crocs femme,crocs,28.0,20,0,Crocs,,https://www.vinted.fr/items/8867874979,active,4,2026-05-09 20:13:21 CEST,21.0,10,🔥 Trending
Crocs femme,Crocs cars taille 38 chaussons flash macqueen rouge 95,37.0,4,0,Crocs,,https://www.vinted.fr/items/8872729599,active,0,,24.0,0,⚠️ Low
Crocs femme,"Sandales d'été Crocs, taille 37",22.0,64,0,Crocs,,https://www.vinted.fr/items/8833251249,active,4,2026-05-06 17:13:27 CEST,96.0,8,🔥 Trending
Crocs femme,Crocs,12.0,30,0,boutique indépendante,,https://www.vinted.fr/items/8852984193,active,0,2026-05-08 17:13:34 CEST,48.0,2,➖ Moderate
